theta1,theta2,theta3,x,y,phi
1.55,-1.01,-0.25,18.37,18.0,16.62
2.93,-3.01,0.63,8.72,6.53,31.51
0.91,-0.35,-0.51,24.6,13.71,2.86
0.66,-1.78,-1.45,3.85,-8.28,-147.25
2.05,-2.31,-0.39,13.01,0.25,-37.24
2.36,-1.96,0.55,7.93,19.07,54.43
0.95,-0.14,0.97,10.64,25.16,101.99
1.59,-1.93,0.05,18.82,3.8,-16.62
2.9,-0.61,0.05,-23.25,17.1,134.07
2.36,-2.52,-0.2,12.13,1.93,-20.63
0.72,-1.89,-0.03,15.04,-11.93,-68.75
2.74,-1.06,-0.48,-6.67,23.17,68.75
0.77,-1.15,-0.26,24.49,-2.72,-36.67
0.0,-2.75,-0.31,-9.21,-4.63,-175.33
0.07,-1.93,0.5,9.22,-18.66,-77.92
2.46,-0.41,0.58,-21.1,20.07,150.69
0.83,-2.31,1.31,17.51,-4.27,-9.74
1.18,-1.0,-0.88,21.3,4.59,-40.11
1.64,-2.6,0.55,14.21,-2.2,-23.49
1.54,-2.26,-0.65,9.82,-6.4,-78.5
2.76,-2.85,-1.24,3.06,-6.89,-76.2
2.83,-2.21,1.41,-5.81,17.84,116.31
1.35,-0.7,1.52,4.51,24.07,124.33
1.9,-1.23,-1.46,11.64,8.57,-45.26
1.82,-1.3,1.49,1.96,23.71,115.16
1.79,-0.42,1.52,-9.87,22.05,165.58
1.46,-3.02,-0.27,-1.35,-9.73,-104.85
0.59,-1.84,-1.12,4.29,-10.9,-135.79
1.55,-2.94,-0.38,0.03,-9.64,-101.41
0.69,-0.07,0.14,23.1,19.06,43.54
1.74,-1.93,-0.33,16.81,3.0,-29.79
0.28,-2.81,-0.24,-7.89,-6.61,-158.71
1.23,-2.66,0.54,11.04,-8.25,-50.99
1.81,-0.74,-0.78,12.01,21.35,16.62
2.36,-1.25,-0.56,5.87,21.23,31.51
2.81,-0.54,0.71,-25.76,12.52,170.74
3.08,-0.34,1.44,-24.26,-4.09,239.5
1.91,-0.49,-1.45,8.17,19.02,-1.72
0.93,-2.84,0.69,6.09,-10.8,-69.9
2.36,-0.05,-1.29,-8.6,22.96,58.44
1.49,-1.03,1.17,9.18,24.39,93.39
1.51,-2.07,-0.3,15.6,-2.91,-49.27
3.07,-0.0,-0.24,-29.47,4.5,162.15
2.15,-2.6,1.32,9.98,11.66,49.85
1.08,-2.39,0.63,15.07,-7.13,-38.96
0.47,-1.1,0.62,27.0,-1.46,-0.57
1.44,-1.33,0.6,18.83,17.53,40.68
0.56,-0.03,0.38,23.24,18.26,52.14
1.51,-2.8,0.86,12.47,-3.8,-24.64
1.29,-0.31,0.15,12.61,26.96,64.74
1.0,-1.63,0.45,23.32,0.73,-10.31
1.44,-0.19,-1.41,14.33,17.81,-9.17
2.2,-0.0,0.35,-20.07,21.75,146.1
2.9,-1.16,0.54,-17.91,19.84,130.63
1.64,-3.12,0.25,3.56,-9.41,-70.47
2.36,-2.61,1.5,5.74,14.06,71.62
1.08,-1.99,1.0,20.81,1.82,5.16
0.18,-1.99,0.94,13.92,-15.57,-49.85
0.0,-1.95,0.07,3.26,-18.82,-107.72
2.47,-0.48,1.11,-21.89,15.77,177.62
0.02,-2.87,0.11,-8.78,-6.58,-156.99
0.07,-1.87,-1.11,-2.03,-11.33,-166.73
1.25,-0.73,0.45,17.48,22.71,55.58
1.34,-0.97,-0.44,21.59,12.65,-4.01
2.47,-1.4,1.2,-9.46,22.65,130.06
2.88,-1.17,0.13,-13.71,22.13,105.42
2.77,-2.03,1.56,-8.6,17.83,131.78
2.44,-2.75,0.08,11.62,1.12,-13.18
2.39,-0.58,0.05,-12.53,26.13,106.57
2.39,-1.51,1.44,-7.75,21.86,132.93
0.72,-0.17,-1.28,23.5,5.15,-41.83
3.01,-0.11,-0.41,-27.57,9.77,142.67
3.13,-0.4,-1.31,-17.66,14.0,81.36
1.07,-0.97,0.44,23.33,14.91,30.94
0.58,-2.07,0.55,15.07,-12.56,-53.86
2.06,-1.85,0.27,13.95,15.53,27.5
0.0,-1.94,0.1,3.73,-18.97,-105.42
2.37,-0.5,0.32,-15.92,24.67,125.48
0.33,-2.98,1.29,2.74,-11.26,-77.92
0.74,-1.29,-1.29,13.25,-8.12,-105.42
1.18,-0.42,-1.26,19.83,11.34,-28.65
2.35,-1.51,-1.43,7.96,9.0,-33.8
0.12,-2.89,0.84,-2.9,-11.8,-110.58
2.89,-0.07,-1.54,-16.31,15.23,73.34
2.48,-2.76,0.75,10.64,7.91,26.93
1.52,-0.97,1.26,6.66,24.93,103.71
2.3,-2.84,-1.5,-2.61,-6.6,-116.88
0.05,-1.99,0.73,9.91,-18.18,-69.33
1.8,-1.7,0.31,16.85,14.72,23.49
0.12,-0.14,-0.5,28.6,-3.97,-29.79
1.9,-2.3,-1.48,2.93,-3.96,-107.72
2.64,-2.2,1.17,-0.11,19.06,92.25
2.88,-1.42,-1.5,1.44,12.12,-2.29
0.61,-0.71,0.88,25.26,11.76,44.69
3.05,-0.03,-0.12,-29.59,4.52,166.16
1.0,-1.22,1.26,20.22,14.86,59.59
1.66,-0.04,-0.55,3.42,28.72,61.31
2.02,-2.15,-1.22,7.76,-2.05,-77.35
2.86,-0.61,-1.06,-12.17,19.84,68.18
2.67,-1.8,-0.16,5.12,18.7,40.68
2.3,-2.11,-0.74,11.68,4.12,-31.51
0.15,-1.24,1.28,24.33,-5.48,10.89
2.17,-0.67,1.19,-13.93,22.6,154.13
2.37,-1.07,-1.36,5.49,16.01,-3.44
2.4,-3.0,0.89,10.46,3.97,16.62
1.1,-2.21,0.55,17.46,-5.36,-32.09
0.39,-1.55,0.52,21.26,-11.34,-36.67
0.14,-3.02,1.14,-1.44,-11.05,-99.69
2.39,-2.16,-0.23,12.43,9.11,-0.0
1.33,-1.41,-0.75,19.1,1.53,-47.56
1.14,-1.4,0.61,23.23,9.94,20.05
0.28,-2.22,0.81,10.27,-15.61,-64.74
2.95,-1.6,-0.1,-4.47,21.15,71.62
1.83,-2.53,1.39,12.8,9.59,39.53
0.35,-1.02,-0.23,23.45,-10.61,-51.57
0.25,-3.08,-0.78,-8.75,3.92,-206.84
1.31,-1.79,-1.35,8.89,-4.62,-104.85
0.18,-0.46,-0.53,26.34,-8.22,-46.41
2.54,-0.9,0.29,-12.45,25.0,110.58
0.25,-0.65,-0.93,21.28,-11.13,-76.2
2.09,-0.92,1.05,-7.11,25.86,127.2
0.2,-1.58,0.88,20.47,-12.63,-28.65
3.11,-1.66,0.09,-8.48,20.24,88.24
1.0,-0.87,0.18,24.84,12.76,17.76
3.09,-0.61,0.15,-26.6,11.56,150.69
1.49,-2.93,-0.46,-1.12,-9.41,-108.86
1.59,-3.1,-1.1,-8.2,-5.05,-149.54
1.68,-3.09,0.98,9.6,-4.1,-24.64
3.0,-2.6,-0.74,8.74,1.97,-19.48
1.24,-1.48,-1.11,15.15,-2.68,-77.35
2.28,-1.48,-1.54,7.84,8.02,-42.4
1.09,-1.44,-0.03,23.31,1.73,-21.77
2.13,-1.0,-0.75,8.25,21.23,21.77
0.19,-1.82,1.41,18.99,-10.28,-12.61
0.75,-1.85,-1.56,2.99,-6.73,-152.41
2.71,-1.42,-1.07,3.45,15.97,12.61
1.26,-3.01,0.86,7.57,-8.09,-50.99
0.9,-0.71,-0.89,23.68,3.28,-40.11
0.7,-1.95,-0.11,12.89,-12.83,-77.92
2.53,-1.41,1.43,-12.13,20.32,146.1
1.65,-2.68,-0.51,4.66,-8.6,-88.24
2.88,-2.49,1.46,-3.17,16.0,106.0
0.83,-2.84,-1.3,-7.36,0.0,-189.65
0.05,-1.9,0.4,8.44,-19.04,-83.08
0.48,-2.44,1.52,14.12,-8.89,-25.21
0.25,-2.88,-0.71,-8.83,-0.45,-191.37
2.33,-2.92,-1.52,-3.71,-6.89,-120.89
1.12,-1.61,0.23,22.84,1.72,-14.9
1.0,-0.46,-1.38,20.65,6.11,-48.13
2.42,-1.59,-0.77,9.22,14.58,3.44
2.42,-2.16,0.07,11.62,12.42,18.91
2.03,-1.25,-0.64,12.58,17.39,8.02
1.42,-2.73,0.61,11.73,-6.22,-40.11
2.78,-0.06,0.35,-28.45,8.35,175.9
1.17,-1.52,-0.47,20.12,-1.53,-46.98
0.2,-2.82,1.45,5.03,-12.2,-67.04
1.15,-3.06,-0.26,-4.88,-8.56,-124.33
1.42,-2.59,0.75,14.53,-3.4,-24.06
2.9,-1.9,-0.58,4.82,14.88,24.06
1.94,-2.82,1.21,12.22,4.86,18.91
0.94,-1.57,1.01,23.26,5.89,21.77
3.12,-1.05,-1.52,-6.26,14.22,31.51
1.4,-1.8,-0.53,16.89,-2.06,-53.29
2.76,-1.06,0.49,-16.37,21.78,125.48
0.53,-2.73,-1.17,-7.0,-0.77,-193.09
1.44,-0.64,-1.07,17.91,14.42,-15.47
2.85,-0.26,1.1,-26.63,2.9,211.42
1.82,-2.95,-0.31,3.1,-9.27,-82.51
2.99,-1.06,0.11,-17.92,19.79,116.88
1.82,-1.96,0.82,15.21,14.58,38.96
2.75,-2.83,-1.08,4.72,-6.15,-66.46
1.45,-1.2,-1.27,16.13,3.88,-58.44
0.19,-2.17,-0.55,-2.35,-13.03,-144.96
0.12,-0.38,0.55,29.17,1.49,16.62
2.06,-1.74,-1.56,8.04,2.51,-71.05
0.89,-0.49,-0.66,25.17,9.09,-14.9
1.81,-2.42,0.66,15.81,4.49,2.86
2.97,-0.56,0.5,-27.03,10.68,166.73
0.31,-1.73,1.48,21.01,-6.24,3.44
3.12,-0.3,-1.2,-19.98,13.36,92.82
1.74,-0.53,-1.49,11.46,16.45,-16.04
1.94,-0.57,0.14,-1.01,29.11,86.52
1.66,-0.35,-1.11,11.49,21.61,11.46
2.86,-2.89,0.12,10.35,3.38,5.16
0.27,-3.14,0.85,-4.34,-9.02,-115.74
1.65,-2.07,-1.24,7.45,-4.07,-95.11
3.14,-0.27,0.37,-29.59,1.72,185.64
0.27,-0.83,-1.37,14.59,-12.01,-110.58
0.74,-2.66,1.31,12.16,-8.38,-34.95
2.42,-2.12,-0.53,11.78,7.28,-13.18
2.88,-0.37,0.25,-27.01,12.21,158.14
2.74,-0.37,-0.59,-18.45,20.66,101.99
1.57,-2.02,-1.53,5.03,-3.52,-113.45
0.27,-1.32,1.14,24.57,-5.11,5.16
0.92,-2.79,1.03,9.79,-9.05,-48.13
0.38,-2.01,0.05,8.6,-16.27,-90.53
0.39,-0.08,0.08,28.02,10.65,22.35
0.31,-0.62,-1.0,21.63,-9.66,-75.06
2.16,-0.18,-0.39,-9.73,27.49,91.1
1.4,-0.89,0.97,11.33,24.7,84.8
2.04,-1.89,0.95,9.9,19.33,63.03
2.38,-2.79,1.45,7.0,11.54,59.59
2.6,-1.27,-0.67,1.72,21.0,37.82
0.23,-0.89,0.61,27.62,-4.35,-2.86
1.31,-0.62,-0.81,20.22,14.83,-6.88
0.9,-2.24,0.87,17.42,-6.43,-26.93
0.31,-2.62,-0.11,-4.72,-10.95,-138.66
2.7,-0.99,0.58,-17.02,21.7,131.21
1.05,-0.08,1.18,5.16,25.29,123.19
1.35,-0.84,1.05,11.03,24.64,89.38
1.21,-1.06,-1.34,17.13,1.57,-68.18
3.12,-2.73,-0.32,9.23,4.72,4.01
0.11,-2.5,-0.85,-7.32,-4.75,-185.64
2.72,-1.23,1.33,-17.8,17.22,161.57
2.74,-2.27,0.02,8.53,13.14,28.07
0.06,-0.62,0.01,26.98,-9.94,-31.51
2.39,-2.03,0.44,9.02,17.52,45.84
1.95,-0.35,-0.06,-3.69,29.28,88.24
0.88,-0.63,0.69,21.96,18.26,53.86
2.98,-0.74,1.25,-25.47,6.04,199.96
2.55,-1.81,1.45,-6.72,20.46,125.48
0.67,-3.02,-0.41,-8.47,-4.63,-158.14
0.27,-2.78,1.29,5.0,-12.63,-69.9
2.67,-1.13,-1.0,-0.02,19.68,30.94
2.91,-2.04,-0.64,6.45,12.22,13.18
2.37,-1.98,-0.72,11.54,7.53,-18.91
0.1,-1.06,-0.53,16.49,-17.16,-85.37
0.13,-0.3,0.4,29.51,1.88,13.18
0.59,-2.43,1.16,13.43,-10.36,-38.96
2.16,-2.55,1.48,8.32,13.38,62.45
0.03,-2.83,0.76,-3.95,-11.97,-116.88
1.33,-1.24,-0.94,18.94,3.1,-48.7
0.46,-1.47,-1.31,7.47,-11.35,-132.93
1.37,-0.95,0.12,19.7,19.02,30.94
1.02,-2.47,0.34,10.89,-10.36,-63.6
1.49,-0.7,-1.22,16.94,12.9,-24.64
1.19,-2.95,-0.65,-5.61,-7.22,-138.08
2.42,-1.79,0.51,4.75,21.58,65.32
1.79,-1.28,0.7,10.08,24.0,69.33
1.21,-1.13,-1.03,19.32,2.02,-54.43
0.42,-0.75,-1.1,19.99,-9.06,-81.93
2.88,-1.98,0.26,0.55,19.59,66.46
0.47,-2.59,1.08,8.76,-12.62,-59.59
0.49,-1.25,-0.94,14.78,-12.1,-97.4
2.26,-1.86,-1.24,9.53,4.17,-48.13
1.14,-1.45,-0.34,21.66,-0.02,-37.24
2.92,-0.26,-1.54,-14.26,15.83,64.17
0.05,-0.77,-1.37,12.54,-14.78,-119.75
0.34,-1.04,0.9,26.88,-1.12,11.46
0.07,-2.45,1.22,6.73,-15.37,-66.46
0.34,-2.43,0.47,3.97,-15.34,-92.82
1.2,-0.66,1.33,9.25,24.02,107.14
2.06,-2.5,0.38,14.33,3.97,-3.44
0.07,-3.1,-1.28,-3.88,8.79,-246.94
0.65,-0.21,-0.46,27.01,10.11,-1.15
0.54,-0.92,-0.0,27.15,-2.28,-21.77
1.88,-2.66,0.2,12.43,-2.99,-33.23
0.44,-2.42,-0.43,-2.37,-11.6,-138.08
1.26,-2.27,-0.47,9.28,-8.91,-84.8
1.86,-1.41,0.77,9.59,23.33,69.9
0.76,-2.25,0.35,12.23,-12.16,-65.32
2.87,-1.96,0.7,-3.89,20.57,92.25
0.91,-1.85,-0.14,16.75,-9.0,-61.88
1.8,-1.92,-1.37,8.46,-1.43,-85.37
0.17,-2.34,-0.58,-5.03,-10.38,-157.56
1.06,-2.89,0.22,1.93,-10.93,-92.25
3.11,-0.18,0.73,-28.46,-2.54,209.7
1.85,-3.1,-1.21,-7.37,-6.18,-140.95
1.54,-1.4,-1.29,14.29,2.26,-65.89
1.3,-3.03,0.39,3.38,-9.97,-76.78
0.28,-2.11,-0.67,-0.96,-12.89,-143.24
1.61,-1.98,1.54,12.83,15.58,67.04
1.62,-3.04,0.9,9.69,-4.87,-29.79
3.01,-0.2,0.24,-29.33,5.48,174.75
0.56,-2.99,-0.54,-8.95,-2.93,-170.17
1.36,-1.02,-0.19,21.41,14.61,8.59
1.16,-2.0,1.48,18.69,7.69,36.67
1.91,-2.07,0.6,15.59,12.1,25.21
0.38,-0.15,0.72,24.84,14.12,54.43
2.14,-1.78,0.19,12.49,17.17,31.51
0.58,-1.54,0.81,23.99,-4.21,-8.59
2.1,-0.21,1.13,-18.11,19.34,173.03
1.77,-0.6,0.6,-0.06,28.81,101.41
2.52,-1.55,-0.34,5.6,19.96,36.1
2.07,-2.93,0.49,11.06,-2.41,-21.2
0.27,-1.83,-0.18,8.06,-17.19,-99.69
2.17,-0.78,-1.47,6.13,17.3,-4.58
1.66,-1.48,-0.64,17.91,7.31,-26.36
0.52,-1.64,0.35,20.21,-10.99,-44.12
0.41,-3.14,-0.25,-9.86,-1.62,-170.74
2.23,-0.14,-0.63,-9.98,26.53,83.65
2.07,-3.04,1.37,10.08,4.42,22.92
2.95,-3.03,0.42,9.58,4.44,19.48
0.29,-2.4,-1.03,-5.55,-5.74,-179.91
2.36,-1.85,0.49,7.03,20.34,57.3
2.2,-1.58,-1.52,8.47,6.06,-51.57
2.84,-2.94,1.28,4.21,11.22,67.61
2.9,-0.18,1.29,-25.29,-1.15,229.76
0.77,-1.8,-0.28,14.91,-11.27,-75.06
2.46,-1.09,-0.19,-1.96,25.35,67.61
2.26,-2.49,-1.48,1.99,-4.47,-97.98
0.86,-0.25,-1.07,23.68,8.87,-26.36
2.37,-2.48,-0.86,8.42,-2.37,-55.58
2.23,-1.77,0.01,11.75,16.87,26.93
2.65,-2.55,-1.16,6.02,-3.0,-60.73
2.01,-1.62,1.09,5.9,22.81,84.8
0.92,-0.75,1.01,19.72,18.89,67.61
0.6,-0.19,0.14,25.95,14.86,31.51
0.31,-1.58,1.15,22.41,-7.7,-6.88
1.87,-0.24,-0.87,3.71,26.43,43.54
0.92,-1.94,-1.29,4.55,-7.96,-132.35
3.05,-1.53,1.43,-19.27,12.81,169.02
2.71,-2.4,-1.06,7.76,0.42,-42.97
2.52,-1.92,0.39,5.61,19.83,56.72
0.04,-0.38,-1.1,20.72,-12.85,-82.51
0.9,-0.26,-0.83,24.06,11.92,-10.89
1.2,-2.88,1.53,12.42,-2.11,-8.59
1.18,-0.34,1.52,3.39,23.74,135.22
1.26,-2.43,-1.0,1.32,-7.94,-124.33
0.71,-2.78,1.02,7.77,-10.94,-60.16
1.16,-0.72,0.77,16.57,22.78,69.33
2.82,-0.32,1.47,-24.26,1.78,227.46
2.17,-0.79,1.49,-13.38,20.76,164.44
2.63,-0.89,-0.68,-5.51,23.48,60.73
0.01,-0.54,-0.88,20.23,-14.83,-80.79
0.72,-0.49,-0.57,26.68,5.54,-19.48
0.35,-1.96,1.2,18.17,-10.55,-23.49
2.45,-0.23,0.41,-22.47,19.24,150.69
1.57,-0.42,-0.08,8.89,27.9,61.31
0.25,-0.02,0.5,26.88,11.42,41.83
0.53,-0.23,0.0,27.73,10.97,17.19
2.48,-2.39,-1.57,2.98,-2.92,-84.8
2.72,-1.69,1.45,-11.87,18.81,142.09
1.84,-1.38,0.43,12.6,21.85,50.99
0.65,-3.0,-0.59,-8.86,-3.07,-168.45
1.92,-1.75,-0.36,16.25,9.2,-10.89
1.54,-1.03,1.27,6.96,24.66,101.99
0.72,-1.6,1.53,21.85,4.94,37.24
0.84,-1.07,-1.08,18.99,-4.5,-75.06
0.8,-2.57,1.11,12.89,-8.76,-37.82
1.41,-2.98,0.84,9.06,-6.8,-41.83
1.75,-0.54,0.01,5.18,28.59,69.9
3.13,-1.1,0.87,-24.14,11.47,166.16
0.36,-0.3,-1.08,24.57,-4.4,-58.44
1.01,-1.74,-0.09,19.59,-5.51,-46.98
0.86,-1.88,-1.26,5.25,-8.53,-130.63
0.16,-0.03,-0.7,28.21,-2.51,-32.66
1.56,-0.67,-0.19,14.05,24.21,40.11
1.63,-0.6,0.59,4.06,28.54,92.82
0.58,-3.06,0.45,-3.96,-9.63,-116.31
0.96,-1.75,0.9,22.71,2.19,6.3
1.09,-2.2,-1.18,2.48,-7.61,-131.21
0.62,-2.33,-1.06,-2.57,-7.72,-158.71
0.6,-1.12,-1.38,13.7,-8.79,-108.86
2.39,-0.56,-0.01,-12.34,26.19,104.28
1.16,-1.45,-0.36,21.54,0.26,-37.24
1.38,-1.31,-0.15,21.84,9.72,-4.58
2.46,-1.56,-1.5,6.7,8.49,-34.38
2.91,-2.03,-0.05,3.39,17.38,47.56
2.1,-1.07,-1.54,8.83,12.32,-29.22
3.12,-2.6,1.52,-5.84,14.1,116.88
0.78,-2.37,-1.5,-3.07,-3.48,-177.04
1.87,-3.14,0.28,5.5,-8.36,-56.72
0.95,-1.23,0.7,24.56,9.45,24.06
2.04,-1.79,-0.62,14.49,7.78,-21.2
1.76,-2.8,-0.39,4.58,-8.7,-81.93
1.31,-2.16,0.46,18.43,-1.65,-22.35
0.8,-1.18,0.97,24.56,9.03,33.8
2.26,-3.01,-0.88,0.37,-9.08,-93.39
1.49,-2.87,0.97,11.87,-3.84,-23.49
0.42,-1.54,-0.8,10.07,-14.32,-110.01
3.08,-2.94,1.54,-1.17,11.95,96.26
2.51,-1.92,1.38,-3.65,20.68,112.87
1.41,-0.45,0.42,9.23,27.88,79.07
2.96,-0.43,0.21,-27.23,11.46,156.99
1.67,-0.09,-1.21,8.24,23.57,21.2
1.57,-1.25,-1.02,17.15,6.7,-40.11
3.04,-2.5,-0.47,8.6,6.85,4.01
0.21,-1.62,-0.5,8.05,-17.22,-109.43
1.32,-1.78,-0.05,20.17,0.37,-29.22
2.77,-1.33,-1.21,1.72,15.83,13.18
0.41,-3.07,0.03,-8.41,-5.54,-150.69
1.75,-0.05,1.05,-12.31,23.57,157.56
2.51,-0.23,0.53,-24.04,16.75,161.0
1.59,-1.51,0.24,19.27,13.94,18.33
1.21,-0.12,-1.5,17.33,14.24,-23.49
0.42,-0.36,-0.45,28.36,0.88,-22.35
1.21,-1.88,-0.37,16.43,-5.48,-59.59
3.03,-1.0,0.84,-24.0,12.76,164.44
1.35,-0.59,1.31,4.65,25.43,118.6
1.66,-1.34,1.43,6.82,22.95,100.27
2.58,-1.22,-0.64,1.15,21.7,41.25
2.01,-2.67,-1.43,-1.31,-5.76,-119.75
2.08,-0.49,-0.2,-3.27,28.57,79.64
0.47,-0.61,0.22,28.79,3.93,4.58
0.89,-0.98,-0.63,23.77,0.28,-41.25
1.04,-3.09,-0.65,-8.59,-4.52,-154.7
1.11,-1.71,0.2,21.91,-0.58,-22.92
1.14,-1.31,-1.17,16.32,-2.34,-76.78
0.11,-1.67,-0.41,6.16,-18.12,-112.87
1.03,-2.91,1.34,10.68,-6.09,-30.94
0.77,-1.12,-0.96,19.15,-6.13,-75.06
2.63,-1.04,-0.97,-0.77,20.7,35.52
2.56,-1.47,1.05,-9.12,22.78,122.61
0.56,-0.54,-1.42,20.17,-4.34,-80.21
0.66,-2.06,1.21,19.42,-5.61,-10.89
0.68,-1.51,-0.58,16.13,-10.96,-80.79
1.18,-1.46,0.74,22.38,10.92,26.36
0.08,-0.97,-1.03,12.84,-16.37,-110.01
2.51,-0.43,-0.11,-16.83,23.85,112.87
3.11,-2.23,-0.86,6.37,8.22,1.15
1.1,-3.01,0.41,1.92,-10.49,-85.94
0.89,-3.05,-0.41,-7.67,-5.95,-147.25
0.21,-1.49,-0.55,10.08,-17.16,-104.85
1.87,-2.42,-0.97,6.09,-5.66,-87.09
1.11,-1.99,-0.53,12.42,-8.62,-80.79
2.07,-3.1,0.08,6.18,-7.93,-54.43
1.99,-1.87,-0.88,13.11,3.44,-43.54
2.8,-2.93,-0.73,7.02,-5.52,-49.27
1.16,-0.94,0.23,22.76,15.7,25.78
1.45,-3.02,-0.58,-4.26,-8.44,-123.19
2.23,-2.24,0.46,12.88,12.15,25.78
1.88,-1.19,1.12,2.3,25.61,103.71
3.04,-1.6,1.29,-17.81,14.93,156.42
1.34,-2.81,-0.74,-2.67,-8.24,-126.62
1.88,-2.38,0.24,15.4,2.16,-14.9
1.28,-0.19,-1.21,17.42,17.25,-6.88
2.34,-1.41,-1.41,7.89,10.58,-27.5
1.65,-2.53,0.24,13.6,-3.71,-36.67
1.44,-2.69,-0.9,-1.02,-7.94,-123.19
2.82,-0.72,-0.71,-12.74,21.63,79.64
2.72,-2.2,0.13,7.51,15.11,37.24
2.55,-0.31,-0.55,-15.69,23.35,96.83
0.36,-1.36,-0.62,14.27,-14.88,-92.82
2.33,-0.08,-0.37,-16.21,24.56,107.72
1.56,-2.52,1.56,14.1,7.45,34.38
2.68,-0.08,-0.4,-23.41,17.69,126.05
0.88,-2.94,-1.28,-8.13,0.85,-191.37
0.99,-2.16,0.65,18.07,-5.82,-29.79
2.23,-1.93,-0.96,11.33,4.73,-37.82
2.92,-1.31,1.23,-19.7,15.16,162.72
3.06,-0.89,1.08,-25.55,7.99,186.21
1.1,-0.72,0.85,17.16,22.05,70.47
2.32,-0.38,0.97,-20.15,18.94,166.73
0.78,-2.68,0.7,7.5,-11.75,-68.75
1.65,-1.11,0.82,9.88,24.89,77.92
2.06,-2.34,0.3,14.91,6.26,1.15
1.59,-0.96,0.7,10.27,25.6,76.2
1.35,-1.19,0.76,18.12,19.31,52.71
2.69,-2.56,1.0,5.18,14.7,64.74
1.43,-2.69,-0.14,6.16,-9.47,-80.21
2.64,-3.08,0.99,8.8,5.78,31.51
1.4,-1.74,-1.05,12.93,-3.32,-79.64
0.59,-3.02,0.4,-3.7,-9.93,-116.31
1.79,-2.44,0.89,15.5,6.09,13.75
2.17,-1.7,-0.96,12.1,8.08,-28.07
2.91,-2.98,-0.73,7.21,-5.58,-45.84
0.96,-2.31,-0.97,1.11,-8.89,-132.93
1.62,-0.15,1.02,-7.44,26.0,142.67
1.41,-0.56,-0.45,17.41,21.28,22.92
1.8,-0.38,0.59,-5.02,28.68,115.16
2.7,-2.41,-0.46,10.4,5.44,-9.74
2.8,-0.68,-0.5,-15.13,21.87,92.82
1.86,-0.14,0.4,-9.56,28.0,121.47
0.04,-1.24,-0.92,8.4,-17.45,-121.47
2.58,-2.54,-0.28,11.24,3.35,-13.75
2.76,-2.44,-0.21,10.15,7.97,6.3
1.88,-2.86,0.19,9.57,-5.88,-45.26
2.58,-0.87,-1.16,-1.33,20.46,31.51
1.92,-2.88,1.15,12.13,3.09,10.89
0.07,-3.09,-1.48,-2.06,9.26,-257.83
0.72,-0.93,-0.5,24.88,-2.01,-40.68
0.77,-1.19,-0.84,19.37,-6.64,-72.19
1.79,-0.24,-0.28,1.0,29.31,72.77
0.72,-2.67,0.41,4.12,-12.69,-88.24
1.91,-1.24,-1.33,12.41,9.51,-37.82
2.03,-0.76,1.44,-10.55,22.7,155.27
0.46,-1.81,-0.16,11.76,-15.3,-86.52
0.63,-1.5,0.54,23.99,-4.99,-18.91
0.77,-0.29,1.27,14.27,21.42,100.27
0.45,-2.28,1.06,13.62,-12.28,-44.12
2.93,-1.59,0.11,-6.28,21.76,83.08
0.08,-2.0,1.47,15.55,-12.95,-25.78
2.98,-2.03,0.73,-5.14,19.68,96.26
3.08,-1.8,-1.39,2.83,9.1,-6.3
2.39,-2.52,-1.51,1.92,-4.44,-93.97
0.21,-0.83,-0.53,22.0,-12.85,-65.89
1.86,-3.1,0.97,10.03,-2.54,-15.47
2.64,-0.32,-0.08,-21.78,19.97,128.34
1.87,-0.85,-0.05,7.94,26.33,55.58
0.6,-0.5,-0.34,27.92,4.27,-13.75
1.48,-2.0,-0.81,11.97,-4.72,-76.2
1.31,-1.43,-0.53,20.47,2.41,-37.24
1.45,-2.91,0.66,9.28,-7.19,-45.84
1.08,-0.2,1.56,3.45,22.98,139.8
1.24,-1.71,-0.92,13.96,-4.91,-79.64
3.07,-0.88,0.4,-24.3,14.1,148.4
1.49,-2.05,0.34,19.04,2.47,-12.61
1.36,-1.18,-1.15,17.58,3.32,-55.58
2.02,-2.98,0.16,8.36,-6.36,-45.84
1.37,-1.88,0.48,20.72,4.62,-1.72
2.72,-0.69,-0.4,-14.15,23.04,93.39
1.89,-1.13,0.9,3.22,26.34,95.11
0.17,-1.87,0.81,14.86,-16.0,-50.99
2.31,-1.66,-0.59,11.21,14.04,3.44
1.04,-2.19,0.54,17.34,-6.23,-34.95
2.97,-2.14,0.95,-5.18,18.87,101.99
2.03,-1.99,-1.37,7.94,-0.35,-76.2
1.78,-1.63,-1.16,13.13,2.81,-57.87
0.46,-2.48,-1.38,-5.05,-2.01,-194.81
1.52,-0.76,0.86,7.26,26.86,92.82
0.93,-1.58,-1.33,9.96,-7.21,-113.45
0.75,-2.19,0.04,10.32,-12.95,-80.21
0.87,-2.73,0.01,0.84,-11.55,-106.0
2.49,-1.44,0.27,-0.49,24.43,75.63
2.65,-0.32,-0.98,-13.51,21.73,77.35
1.58,-1.21,-1.0,17.31,7.72,-36.1
2.55,-2.57,1.22,5.32,14.7,68.75
0.81,-0.68,0.92,21.79,17.21,60.16
2.73,-0.78,-0.63,-10.38,22.98,75.63
2.13,-1.59,-0.61,13.25,12.92,-4.01
2.68,-0.29,1.21,-25.23,6.86,206.26
1.61,-0.11,-1.27,10.05,22.25,13.18
